2026-07-14 10:59:20.983 python[82899:24060254] 2026-07-14 10:59:20.982507 [W:onnxruntime:, graph.cc:122 MergeShapeInfo] Error merging shape info for output. 'safe_name_19' source:{1,10,30,30} target:{1,1,1,1}. Falling back to lenient merge.
2026-07-14 10:59:22.960 python[82899:24060254] 2026-07-14 10:59:22.960313 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.960 python[82899:24060254] 2026-07-14 10:59:22.960493 [W:onnxruntime:, execution_frame.cc:874 VerifyOutputSizes] Expected shape from model of {1,1,1,1} does not match actual shape of {1,10,30,30} for output output
2026-07-14 10:59:22.961 python[82899:24060254] 2026-07-14 10:59:22.961193 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,30,30}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.961 python[82899:24060254] 2026-07-14 10:59:22.961368 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.961 python[82899:24060254] 2026-07-14 10:59:22.961539 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.961 python[82899:24060254] 2026-07-14 10:59:22.961747 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.961 python[82899:24060254] 2026-07-14 10:59:22.961913 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.962 python[82899:24060254] 2026-07-14 10:59:22.962115 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.962 python[82899:24060254] 2026-07-14 10:59:22.962280 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.962 python[82899:24060254] 2026-07-14 10:59:22.962485 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.962 python[82899:24060254] 2026-07-14 10:59:22.962649 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.962 python[82899:24060254] 2026-07-14 10:59:22.962860 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.963 python[82899:24060254] 2026-07-14 10:59:22.963036 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.963 python[82899:24060254] 2026-07-14 10:59:22.963241 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.963 python[82899:24060254] 2026-07-14 10:59:22.963404 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.963 python[82899:24060254] 2026-07-14 10:59:22.963605 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.963 python[82899:24060254] 2026-07-14 10:59:22.963769 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.963 python[82899:24060254] 2026-07-14 10:59:22.963941 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964069 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,2,30,30} != {1,2,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964209 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,2,30,30} != {1,2,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964337 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,2,30,30} != {1,2,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964470 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964616 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964789 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.964 python[82899:24060254] 2026-07-14 10:59:22.964961 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.965 python[82899:24060254] 2026-07-14 10:59:22.965169 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.965 python[82899:24060254] 2026-07-14 10:59:22.965336 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.965 python[82899:24060254] 2026-07-14 10:59:22.965548 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.965 python[82899:24060254] 2026-07-14 10:59:22.965733 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.966 python[82899:24060254] 2026-07-14 10:59:22.966000 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.966 python[82899:24060254] 2026-07-14 10:59:22.966200 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.966 python[82899:24060254] 2026-07-14 10:59:22.966435 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.966 python[82899:24060254] 2026-07-14 10:59:22.966630 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.966 python[82899:24060254] 2026-07-14 10:59:22.966846 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.967 python[82899:24060254] 2026-07-14 10:59:22.967019 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.967 python[82899:24060254] 2026-07-14 10:59:22.967232 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.967 python[82899:24060254] 2026-07-14 10:59:22.967407 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.967 python[82899:24060254] 2026-07-14 10:59:22.967584 [W:onnxruntime:, execution_frame.cc:874 VerifyOutputSizes] Expected shape from model of {1,1,1,1} does not match actual shape of {1,10,30,30} for output output
2026-07-14 10:59:22.968 python[82899:24060254] 2026-07-14 10:59:22.968290 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,30,30}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.968 python[82899:24060254] 2026-07-14 10:59:22.968465 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.968 python[82899:24060254] 2026-07-14 10:59:22.968638 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.968 python[82899:24060254] 2026-07-14 10:59:22.968846 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.969 python[82899:24060254] 2026-07-14 10:59:22.969014 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.969 python[82899:24060254] 2026-07-14 10:59:22.969215 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.969 python[82899:24060254] 2026-07-14 10:59:22.969381 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.969 python[82899:24060254] 2026-07-14 10:59:22.969585 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.969 python[82899:24060254] 2026-07-14 10:59:22.969747 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.969 python[82899:24060254] 2026-07-14 10:59:22.969959 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.970 python[82899:24060254] 2026-07-14 10:59:22.970127 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.970 python[82899:24060254] 2026-07-14 10:59:22.970337 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.970 python[82899:24060254] 2026-07-14 10:59:22.970500 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.970 python[82899:24060254] 2026-07-14 10:59:22.970705 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.970 python[82899:24060254] 2026-07-14 10:59:22.970870 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971041 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971169 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,2,30,30} != {1,2,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971306 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,2,30,30} != {1,2,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971432 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,2,30,30} != {1,2,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971559 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971699 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,15,15}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.971 python[82899:24060254] 2026-07-14 10:59:22.971870 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.972 python[82899:24060254] 2026-07-14 10:59:22.972045 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.972 python[82899:24060254] 2026-07-14 10:59:22.972254 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.972 python[82899:24060254] 2026-07-14 10:59:22.972421 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.972 python[82899:24060254] 2026-07-14 10:59:22.972632 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.972 python[82899:24060254] 2026-07-14 10:59:22.972802 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.973 python[82899:24060254] 2026-07-14 10:59:22.973016 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.973 python[82899:24060254] 2026-07-14 10:59:22.973196 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.973 python[82899:24060254] 2026-07-14 10:59:22.973409 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.973 python[82899:24060254] 2026-07-14 10:59:22.973577 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.973 python[82899:24060254] 2026-07-14 10:59:22.973801 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.974 python[82899:24060254] 2026-07-14 10:59:22.973989 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.974 python[82899:24060254] 2026-07-14 10:59:22.974343 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.974 python[82899:24060254] 2026-07-14 10:59:22.974537 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.974 python[82899:24060254] 2026-07-14 10:59:22.974725 [W:onnxruntime:, execution_frame.cc:874 VerifyOutputSizes] Expected shape from model of {1,1,1,1} does not match actual shape of {1,10,30,30} for output output
2026-07-14 10:59:22.975 python[82899:24060254] 2026-07-14 10:59:22.975430 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,30,30}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.975 python[82899:24060254] 2026-07-14 10:59:22.975608 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.975 python[82899:24060254] 2026-07-14 10:59:22.975782 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.976 python[82899:24060254] 2026-07-14 10:59:22.975992 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.976 python[82899:24060254] 2026-07-14 10:59:22.976167 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.976 python[82899:24060254] 2026-07-14 10:59:22.976388 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.976 python[82899:24060254] 2026-07-14 10:59:22.976551 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,28,28}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
2026-07-14 10:59:22.976 python[82899:24060254] 2026-07-14 10:59:22.976760 [W:onnxruntime:, execution_frame.cc:655 AllocateMLValueTensorPreAllocateBuffer] Shape mismatch attempting to re-use buffer. {1,10,30,30} != {1,1,29,29}. Validate usage of dim_value (values should be > 0) and dim_param (all values with the same string should equate to the same size) in shapes in the model.
